planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,project_name,street_name,postal_district,market_segment,floor_level,type_of_sale,type_of_area,unit_price_psf,unit_price_psm,source_quality
CLEMENTI,3622888,139.7,Terrace House,Freehold,5.0,2025-05,PASIR PANJANG GARDENS,JALAN MAS KUNING,05,Outside Central Region,-,Resale,Land,2409,25933,not_clean
CLEMENTI,4000000,183.9,Terrace House,956 yrs lease commencing from 1928,5.0,2025-05,WEST COAST GARDENS,WEST COAST PLACE,05,Outside Central Region,-,Resale,Land,2021,21751,not_clean
CLEMENTI,2850000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2025-05,THE CLEMENTVALE,MAS KUNING TERRACE,05,Outside Central Region,-,Resale,Land,1765,19000,not_clean
CLEMENTI,4050000,168.6,Terrace House,Freehold,5.0,2025-04,CHELSEA VILLAGE,JAMBOL PLACE,05,Rest of Central Region,-,Resale,Land,2232,24021,not_clean
CLEMENTI,6700000,510.7,Semi-Detached House,Freehold,5.0,2025-03,CHESTER PARK,LORONG SARHAD,05,Rest of Central Region,-,Resale,Land,1219,13119,not_clean
CLEMENTI,4800000,185.4,Terrace House,Freehold,5.0,2025-01,BANYAN PARK,CHWEE CHIAN ROAD,05,Rest of Central Region,-,Resale,Land,2405,25890,not_clean
CLEMENTI,4750000,167.7,Terrace House,956 yrs lease commencing from 1928,5.0,2025-01,WEST COAST GARDENS,WEST COAST GROVE,05,Outside Central Region,-,Resale,Land,2631,28324,not_clean
CLEMENTI,4625888,324.4,Terrace House,956 yrs lease commencing from 1928,5.0,2025-01,WEST COAST GARDENS,WEST COAST WAY,05,Outside Central Region,-,Resale,Land,1325,14260,not_clean
CLEMENTI,7100000,371.6,Semi-Detached House,Freehold,5.0,2025-01,FABER HILLS,FABER GROVE,05,Outside Central Region,-,Resale,Land,1775,19107,not_clean
CLEMENTI,8388888,419.4,Detached House,Freehold,5.0,2024-12,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1858,20002,not_clean
CLEMENTI,7700000,309.55,Terrace House,Freehold,5.0,2024-12,HARBOUR RESIDENCES,PASIR PANJANG ROAD,05,Rest of Central Region,-,New Sale,Land,2311,24875,not_clean
CLEMENTI,4680000,183.6,Terrace House,956 yrs lease commencing from 1928,5.0,2024-12,WEST COAST GARDENS,WEST COAST PLACE,05,Outside Central Region,-,Resale,Land,2368,25490,not_clean
CLEMENTI,4420000,178.5,Terrace House,Freehold,5.0,2024-12,CHWEE CHIAN VIEW,CHWEE CHIAN VIEW,05,Rest of Central Region,-,Resale,Land,2300,24762,not_clean
CLEMENTI,6880000,392.2,Semi-Detached House,Freehold,5.0,2024-12,FABER HILLS,FABER AVENUE,05,Outside Central Region,-,Resale,Land,1630,17542,not_clean
CLEMENTI,3708000,165.7,Terrace House,956 yrs lease commencing from 1928,5.0,2024-12,WEST COAST GARDENS,WEST COAST GROVE,05,Outside Central Region,-,Resale,Land,2079,22378,not_clean
CLEMENTI,7800000,349.8,Semi-Detached House,Freehold,5.0,2024-11,FABER HILLS,FABER HEIGHTS,05,Outside Central Region,-,Resale,Land,2072,22298,not_clean
CLEMENTI,7600000,545.9,Semi-Detached House,Freehold,5.0,2024-11,LANDED HOUSING DEVELOPMENT,FABER TERRACE,05,Outside Central Region,-,Resale,Land,1293,13922,not_clean
CLEMENTI,5008888,269.2,Terrace House,956 yrs lease commencing from 1928,5.0,2024-11,WEST COAST GARDENS,WEST COAST LANE,05,Outside Central Region,-,Resale,Land,1729,18607,not_clean
CLEMENTI,3650000,168.8,Terrace House,956 yrs lease commencing from 1928,5.0,2024-11,WEST COAST GARDENS,WEST COAST GROVE,05,Outside Central Region,-,Resale,Land,2009,21623,not_clean
CLEMENTI,4180000,220.2,Terrace House,Freehold,5.0,2024-11,LANDED HOUSING DEVELOPMENT,CLEMENTI ROAD,05,Outside Central Region,-,Resale,Land,1764,18983,not_clean
CLEMENTI,3650000,167.2,Terrace House,956 yrs lease commencing from 1928,5.0,2024-11,WEST COAST GARDENS,WEST COAST GROVE,05,Outside Central Region,-,Resale,Land,2028,21830,not_clean
CLEMENTI,6950000,459.8,Semi-Detached House,Freehold,5.0,2024-10,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1404,15115,not_clean
CLEMENTI,4860000,218.6,Terrace House,Freehold,5.0,2024-09,VENTANA VILLAS,PASIR PANJANG HILL,05,Rest of Central Region,-,Resale,Land,2065,22232,not_clean
CLEMENTI,3600000,139.0,Terrace House,Freehold,5.0,2024-09,PASIR PANJANG GARDENS,TAMAN MAS MERAH,05,Outside Central Region,-,Resale,Land,2406,25899,not_clean
CLEMENTI,3628000,138.5,Terrace House,Freehold,5.0,2024-09,PASIR PANJANG GARDENS,JALAN MAS PUTEH,05,Outside Central Region,-,Resale,Land,2434,26195,not_clean
CLEMENTI,2780000,206.1,Terrace House,99 yrs lease commencing from 1997,5.0,2024-09,THE CLEMENTVALE,MAS KUNING TERRACE,05,Outside Central Region,-,Resale,Land,1253,13489,not_clean
CLEMENTI,4308888,244.6,Terrace House,956 yrs lease commencing from 1928,5.0,2024-08,WEST COAST GARDENS,WEST COAST AVENUE,05,Outside Central Region,-,Resale,Land,1637,17616,not_clean
CLEMENTI,4600000,204.6,Terrace House,Freehold,5.0,2024-07,PASIR PANJANG GARDENS,TAMAN MAS MERAH,05,Outside Central Region,-,Resale,Land,2089,22483,not_clean
CLEMENTI,2800000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2024-07,THE CLEMENTVALE,MAS KUNING TERRACE,05,Outside Central Region,-,Resale,Land,1734,18667,not_clean
CLEMENTI,4015000,151.9,Terrace House,Freehold,5.0,2024-07,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,2456,26432,not_clean
CLEMENTI,5980000,334.2,Terrace House,Freehold,5.0,2024-07,EALINE PARK,PASIR PANJANG DRIVE,05,Rest of Central Region,-,Resale,Land,1662,17893,not_clean
CLEMENTI,4700000,271.2,Terrace House,956 yrs lease commencing from 1928,5.0,2024-07,WEST COAST GARDENS,WEST COAST AVENUE,05,Outside Central Region,-,Resale,Land,1610,17330,not_clean
CLEMENTI,4188000,165.7,Terrace House,956 yrs lease commencing from 1928,5.0,2024-07,WEST COAST GARDENS,WEST COAST GROVE,05,Outside Central Region,-,Resale,Land,2348,25275,not_clean
CLEMENTI,3800000,520.0,Detached House,Freehold,5.0,2024-07,LANDED HOUSING DEVELOPMENT,SOUTH BUONA VISTA ROAD,05,Rest of Central Region,-,Resale,Land,679,7308,not_clean
CLEMENTI,4550000,183.3,Terrace House,Freehold,5.0,2024-07,BANYAN PARK,CHWEE CHIAN ROAD,05,Rest of Central Region,-,Resale,Land,2306,24823,not_clean
CLEMENTI,5188888,228.4,Semi-Detached House,Freehold,5.0,2024-07,LANDED HOUSING DEVELOPMENT,ZEHNDER ROAD,05,Rest of Central Region,-,Resale,Land,2111,22718,not_clean
CLEMENTI,3680000,170.7,Terrace House,Freehold,5.0,2024-06,CHELSEA VILLAGE,JAMBOL PLACE,05,Rest of Central Region,-,Resale,Land,2003,21558,not_clean
CLEMENTI,4180000,152.4,Terrace House,Freehold,5.0,2024-06,PASIR PANJANG GARDENS,TAMAN MAS MERAH,05,Outside Central Region,-,Resale,Land,2548,27428,not_clean
CLEMENTI,4950000,300.3,Detached House,Freehold,5.0,2024-06,LANDED HOUSING DEVELOPMENT,JALAN PASIR RIA,05,Rest of Central Region,-,Resale,Land,1531,16484,not_clean
CLEMENTI,7330000,518.5,Semi-Detached House,Freehold,5.0,2024-06,FABER HILLS,FABER TERRACE,05,Outside Central Region,-,Resale,Land,1313,14137,not_clean
CLEMENTI,4094000,179.4,Terrace House,Freehold,5.0,2024-06,SPRINGWOOD,SPRINGWOOD CRESCENT,05,Rest of Central Region,-,Resale,Land,2120,22821,not_clean
CLEMENTI,3700000,186.4,Terrace House,956 yrs lease commencing from 1928,5.0,2024-06,WEST COAST GARDENS,WEST COAST TERRACE,05,Outside Central Region,-,Resale,Land,1844,19850,not_clean
CLEMENTI,7000000,474.0,Semi-Detached House,Freehold,5.0,2024-06,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1372,14768,not_clean
CLEMENTI,7050000,412.6,Semi-Detached House,Freehold,5.0,2024-05,LANDED HOUSING DEVELOPMENT,WEST COAST ROAD,05,Outside Central Region,-,Resale,Land,1587,17087,not_clean
CLEMENTI,7100000,521.1,Semi-Detached House,Freehold,5.0,2024-05,FABER HILLS,FABER TERRACE,05,Outside Central Region,-,Resale,Land,1266,13625,not_clean
CLEMENTI,6350000,252.0,Terrace House,956 yrs lease commencing from 1928,5.0,2024-05,WEST COAST GARDENS,WEST COAST LANE,05,Outside Central Region,-,Resale,Land,2341,25198,not_clean
CLEMENTI,4400000,194.0,Terrace House,956 yrs lease commencing from 1928,5.0,2024-04,WEST COAST GARDENS,WEST COAST GREEN,05,Outside Central Region,-,Resale,Land,2107,22680,not_clean
CLEMENTI,7600000,371.7,Semi-Detached House,Freehold,5.0,2024-04,FABER HILLS,FABER GROVE,05,Outside Central Region,-,Resale,Land,1900,20447,not_clean
CLEMENTI,3610000,158.5,Terrace House,Freehold,5.0,2024-04,PASIR PANJANG GARDENS,JALAN MAS KUNING,05,Outside Central Region,-,Resale,Land,2116,22776,not_clean
CLEMENTI,4600000,183.4,Terrace House,956 yrs lease commencing from 1928,5.0,2024-03,WEST COAST GARDENS,WEST COAST PLACE,05,Outside Central Region,-,Resale,Land,2330,25082,not_clean
CLEMENTI,4900000,215.9,Semi-Detached House,Freehold,5.0,2024-03,LANDED HOUSING DEVELOPMENT,LORONG SARI,05,Rest of Central Region,-,Resale,Land,2108,22696,not_clean
CLEMENTI,4200000,167.9,Terrace House,956 yrs lease commencing from 1928,5.0,2024-03,WEST COAST GARDENS,WEST COAST AVENUE,05,Outside Central Region,-,Resale,Land,2324,25015,not_clean
CLEMENTI,4238000,191.9,Terrace House,Freehold,5.0,2024-03,SPRINGDEW TERRACE,JAMBOL WALK,05,Rest of Central Region,-,Resale,Land,2052,22084,not_clean
CLEMENTI,4118888,177.0,Terrace House,Freehold,5.0,2024-03,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,2162,23271,not_clean
CLEMENTI,4188000,175.1,Terrace House,Freehold,5.0,2024-02,CHWEE CHIAN VIEW,CHWEE CHIAN VIEW,05,Rest of Central Region,-,Resale,Land,2222,23918,not_clean
CLEMENTI,4680000,184.2,Terrace House,956 yrs lease commencing from 1928,5.0,2024-02,WEST COAST GARDENS,WEST COAST TERRACE,05,Outside Central Region,-,Resale,Land,2360,25407,not_clean
CLEMENTI,3750000,184.3,Terrace House,956 yrs lease commencing from 1928,5.0,2024-02,WEST COAST GARDENS,WEST COAST PLACE,05,Outside Central Region,-,Resale,Land,1890,20347,not_clean
CLEMENTI,4100000,228.5,Terrace House,Freehold,5.0,2024-02,WEST COAST VIEW,WEST COAST VIEW,05,Outside Central Region,-,Resale,Land,1667,17943,not_clean
CLEMENTI,4500000,252.1,Terrace House,Freehold,5.0,2024-01,WESTRIDGE,WESTRIDGE WALK,05,Rest of Central Region,-,Resale,Land,1658,17850,not_clean
CLEMENTI,4400000,343.5,Terrace House,956 yrs lease commencing from 1928,5.0,2023-12,WEST COAST GARDENS,WEST COAST GREEN,05,Outside Central Region,-,Resale,Land,1190,12809,not_clean
CLEMENTI,7100000,392.3,Semi-Detached House,Freehold,5.0,2023-12,FABER HILLS,FABER AVENUE,05,Outside Central Region,-,Resale,Land,1681,18098,not_clean
CLEMENTI,3888000,176.2,Terrace House,Freehold,5.0,2023-12,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,2050,22066,not_clean
CLEMENTI,6500000,416.0,Terrace House,956 yrs lease commencing from 1928,5.0,2023-11,WEST COAST GARDENS,WEST COAST LANE,05,Outside Central Region,-,Resale,Land,1452,15625,not_clean
CLEMENTI,7300000,429.9,Detached House,956 yrs lease commencing from 1928,5.0,2023-10,WEST COAST GARDENS,WEST COAST PARK,05,Outside Central Region,-,Resale,Land,1578,16981,not_clean
CLEMENTI,7000000,389.9,Semi-Detached House,Freehold,5.0,2023-10,FABER HILLS,FABER WALK,05,Outside Central Region,-,Resale,Land,1668,17953,not_clean
CLEMENTI,6000000,622.8,Terrace House,Freehold,5.0,2023-09,FABER HILLS,FABER CRESCENT,05,Outside Central Region,-,Resale,Land,895,9634,not_clean
CLEMENTI,6338000,273.7,Terrace House,Freehold,5.0,2023-09,SPRINGWOOD,SPRINGWOOD HEIGHT,05,Rest of Central Region,-,Resale,Land,2151,23157,not_clean
CLEMENTI,3538000,167.7,Terrace House,956 yrs lease commencing from 1928,5.0,2023-08,WEST COAST GARDENS,WEST COAST AVENUE,05,Outside Central Region,-,Resale,Land,1960,21097,not_clean
CLEMENTI,6850000,444.1,Semi-Detached House,Freehold,5.0,2023-08,FABER HILLS,FABER GROVE,05,Outside Central Region,-,Resale,Land,1433,15424,not_clean
CLEMENTI,4280000,185.9,Terrace House,Freehold,5.0,2023-08,CHELSEA VILLAGE,JAMBOL PLACE,05,Rest of Central Region,-,Resale,Land,2139,23023,not_clean
CLEMENTI,4380000,201.7,Semi-Detached House,Freehold,5.0,2023-07,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,2017,21715,not_clean
CLEMENTI,6500000,378.4,Semi-Detached House,Freehold,5.0,2023-07,FABER HILLS,FABER WALK,05,Outside Central Region,-,Resale,Land,1596,17178,not_clean
CLEMENTI,6700000,351.3,Semi-Detached House,Freehold,5.0,2023-07,WEST SEA GARDENS,JALAN PELEPAH,05,Rest of Central Region,-,Resale,Land,1772,19072,not_clean
CLEMENTI,4000000,200.7,Terrace House,Freehold,5.0,2023-07,FABER HILLS,FABER TERRACE,05,Outside Central Region,-,Resale,Land,1852,19930,not_clean
CLEMENTI,4100000,200.2,Terrace House,Freehold,5.0,2023-07,FABER HILLS,FABER TERRACE,05,Outside Central Region,-,Resale,Land,1903,20480,not_clean
CLEMENTI,4000000,202.2,Terrace House,Freehold,5.0,2023-07,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1838,19782,not_clean
CLEMENTI,3100000,152.4,Terrace House,Freehold,5.0,2023-06,PASIR PANJANG GARDENS,TAMAN MAS MERAH,05,Outside Central Region,-,Resale,Land,1890,20341,not_clean
CLEMENTI,7500000,562.6,Semi-Detached House,Freehold,5.0,2023-06,FABER HILLS,FABER HEIGHTS,05,Outside Central Region,-,Resale,Land,1238,13331,not_clean
CLEMENTI,4000000,282.7,Terrace House,956 yrs lease commencing from 1928,5.0,2023-05,WEST COAST GARDENS,WEST COAST DRIVE,05,Outside Central Region,-,Resale,Land,1314,14149,not_clean
CLEMENTI,6100000,402.8,Semi-Detached House,956 yrs lease commencing from 1928,5.0,2023-05,WEST COAST GARDENS,WEST COAST PARK,05,Outside Central Region,-,Resale,Land,1407,15144,not_clean
CLEMENTI,4150000,175.8,Terrace House,Freehold,5.0,2023-04,CHELSEA VILLAGE,JALAN MAT JAMBOL,05,Rest of Central Region,-,Resale,Land,2193,23606,not_clean
CLEMENTI,4342800,206.9,Semi-Detached House,Freehold,5.0,2023-04,LANDED HOUSING DEVELOPMENT,LORONG SARHAD,05,Rest of Central Region,-,Resale,Land,1950,20990,not_clean
CLEMENTI,3680000,184.2,Terrace House,956 yrs lease commencing from 1928,5.0,2023-04,WEST COAST GARDENS,WEST COAST TERRACE,05,Outside Central Region,-,Resale,Land,1856,19978,not_clean
CLEMENTI,5410000,408.1,Semi-Detached House,Freehold,5.0,2023-04,BREEZEWAYS,JALAN MAT JAMBOL,05,Rest of Central Region,-,Resale,Land,1232,13257,not_clean
CLEMENTI,5880000,483.7,Semi-Detached House,956 yrs lease commencing from 1928,5.0,2023-03,WEST COAST GARDENS,WEST COAST WAY,05,Outside Central Region,-,Resale,Land,1129,12156,not_clean
CLEMENTI,7020000,350.2,Semi-Detached House,Freehold,5.0,2023-03,WEST SEA GARDENS,JALAN PELEPAH,05,Rest of Central Region,-,Resale,Land,1862,20046,not_clean
CLEMENTI,4359000,194.1,Terrace House,Freehold,5.0,2023-03,SPRINGDEW TERRACE,JAMBOL WALK,05,Rest of Central Region,-,Resale,Land,2086,22457,not_clean
CLEMENTI,5880000,337.2,Terrace House,Freehold,5.0,2023-02,FABER HILLS,FABER TERRACE,05,Outside Central Region,-,Resale,Land,1620,17438,not_clean
CLEMENTI,4200000,187.5,Terrace House,Freehold,5.0,2023-02,PASIR PANJANG GARDENS,JALAN MAS KUNING,05,Outside Central Region,-,Resale,Land,2081,22400,not_clean
CLEMENTI,8000000,567.2,Semi-Detached House,Freehold,5.0,2023-02,FABER HILLS,FABER GROVE,05,Outside Central Region,-,Resale,Land,1310,14104,not_clean
CLEMENTI,4650000,208.1,Semi-Detached House,Freehold,5.0,2022-11,LANDED HOUSING DEVELOPMENT,LORONG SARI,05,Rest of Central Region,-,Resale,Land,2076,22345,not_clean
CLEMENTI,3300000,152.4,Terrace House,Freehold,5.0,2022-11,PASIR PANJANG GARDENS,TAMAN MAS MERAH,05,Outside Central Region,-,Resale,Land,2012,21654,not_clean
CLEMENTI,18475512,1521.7,Detached House,Freehold,5.0,2022-11,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,1128,12141,not_clean
CLEMENTI,4850000,320.5,Semi-Detached House,Freehold,5.0,2022-09,BREEZEWAYS,JALAN MAT JAMBOL,05,Rest of Central Region,-,Resale,Land,1406,15133,not_clean
CLEMENTI,4390000,225.4,Terrace House,Freehold,5.0,2022-09,WESTRIDGE,WESTRIDGE WALK,05,Rest of Central Region,-,Resale,Land,1809,19476,not_clean
CLEMENTI,6448400,236.0,Terrace House,Freehold,5.0,2022-09,LANDED HOUSING DEVELOPMENT,PASIR PANJANG HILL,05,Rest of Central Region,-,New Sale,Land,2538,27324,not_clean
CLEMENTI,5851000,421.7,Terrace House,Freehold,5.0,2022-09,LANDED HOUSING DEVELOPMENT,CHWEE CHIAN ROAD,05,Rest of Central Region,-,Resale,Land,1289,13875,not_clean
CLEMENTI,3730000,204.2,Terrace House,Freehold,5.0,2022-08,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1697,18266,not_clean
CLEMENTI,4260000,184.2,Terrace House,956 yrs lease commencing from 1928,5.0,2022-08,WEST COAST GARDENS,WEST COAST TERRACE,05,Outside Central Region,-,Resale,Land,2149,23127,not_clean
CLEMENTI,5500000,318.6,Terrace House,Freehold,5.0,2022-08,SPRINGDEW TERRACE,JAMBOL WALK,05,Rest of Central Region,-,Resale,Land,1604,17263,not_clean
CLEMENTI,4200000,244.2,Terrace House,Freehold,5.0,2022-08,PASIR PANJANG GARDENS,JALAN MAS KUNING,05,Outside Central Region,-,Resale,Land,1598,17199,not_clean
CLEMENTI,5505000,368.9,Semi-Detached House,Freehold,5.0,2022-08,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1386,14923,not_clean
CLEMENTI,4800000,305.3,Terrace House,Freehold,5.0,2022-08,FABER HILLS,FABER CRESCENT,05,Outside Central Region,-,Resale,Land,1461,15722,not_clean
CLEMENTI,4120000,207.4,Semi-Detached House,Freehold,5.0,2022-07,LANDED HOUSING DEVELOPMENT,WESTRIDGE WALK,05,Rest of Central Region,-,Resale,Land,1846,19865,not_clean
CLEMENTI,8800000,681.3,Semi-Detached House,Freehold,5.0,2022-07,FABER HILLS,FABER WALK,05,Outside Central Region,-,Resale,Land,1200,12916,not_clean
CLEMENTI,4250000,216.8,Terrace House,Freehold,5.0,2022-07,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,1821,19603,not_clean
CLEMENTI,4050000,187.5,Terrace House,Freehold,5.0,2022-06,SPRINGWOOD,SPRINGWOOD CLOSE,05,Rest of Central Region,-,Resale,Land,2007,21600,not_clean
CLEMENTI,5880000,430.6,Semi-Detached House,956 yrs lease commencing from 1928,5.0,2022-06,WEST COAST GARDENS,WEST COAST RISE,05,Outside Central Region,-,Resale,Land,1269,13655,not_clean
CLEMENTI,5200000,301.2,Terrace House,Freehold,5.0,2022-06,VENTANA VILLAS,PASIR PANJANG HILL,05,Rest of Central Region,-,Resale,Land,1604,17264,not_clean
CLEMENTI,5030000,270.0,Terrace House,Freehold,5.0,2022-06,SPRINGWOOD,JALAN MAT JAMBOL,05,Rest of Central Region,-,Resale,Land,1731,18630,not_clean
CLEMENTI,3200000,171.6,Terrace House,Freehold,5.0,2022-05,SPRINGWOOD,SPRINGWOOD CRESCENT,05,Rest of Central Region,-,Resale,Land,1732,18648,not_clean
CLEMENTI,3779000,199.2,Terrace House,Freehold,5.0,2022-05,LANDED HOUSING DEVELOPMENT,CHWEE CHIAN ROAD,05,Rest of Central Region,-,Resale,Land,1762,18971,not_clean
CLEMENTI,5075000,306.7,Semi-Detached House,Freehold,5.0,2022-05,LANDED HOUSING DEVELOPMENT,JUBILEE ROAD,05,Outside Central Region,-,Resale,Land,1537,16547,not_clean
CLEMENTI,4600000,257.0,Terrace House,Freehold,5.0,2022-05,LANDED HOUSING DEVELOPMENT,NEO PEE TECK LANE,05,Rest of Central Region,-,Resale,Land,1663,17899,not_clean
CLEMENTI,3800000,194.9,Terrace House,Freehold,5.0,2022-04,FABER HILLS,FABER GREEN,05,Outside Central Region,-,Resale,Land,1811,19497,not_clean
CLEMENTI,4338000,207.4,Terrace House,Freehold,5.0,2022-04,BREEZEWAYS,JALAN MAT JAMBOL,05,Rest of Central Region,-,Resale,Land,1943,20916,not_clean
CLEMENTI,3950000,203.4,Terrace House,Freehold,5.0,2022-04,WESTPEAK TERRACE,WEST COAST WALK,05,Outside Central Region,-,Resale,Land,1804,19420,not_clean
CLEMENTI,3480000,202.3,Terrace House,Freehold,5.0,2022-04,FABER HILLS,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1598,17202,not_clean
CLEMENTI,4500000,243.7,Terrace House,Freehold,5.0,2022-03,SPRINGDEW TERRACE,JALAN MAT JAMBOL,05,Rest of Central Region,-,Resale,Land,1715,18465,not_clean
CLEMENTI,4618000,222.6,Terrace House,Freehold,5.0,2022-03,BANYAN PARK,CHWEE CHIAN ROAD,05,Rest of Central Region,-,Resale,Land,1927,20746,not_clean
CLEMENTI,4838000,293.8,Semi-Detached House,956 yrs lease commencing from 1928,5.0,2022-03,WEST COAST GARDENS,WEST COAST RISE,05,Outside Central Region,-,Resale,Land,1530,16467,not_clean
CLEMENTI,5180000,448.0,Semi-Detached House,956 yrs lease commencing from 1928,5.0,2022-02,WEST COAST GARDENS,WEST COAST WAY,05,Outside Central Region,-,Resale,Land,1074,11563,not_clean
CLEMENTI,5210000,178.0,Terrace House,Freehold,5.0,2022-02,LANDED HOUSING DEVELOPMENT,PASIR PANJANG HILL,05,Rest of Central Region,-,New Sale,Land,2719,29270,not_clean
CLEMENTI,2880000,153.0,Terrace House,Freehold,5.0,2022-02,PASIR PANJANG GARDENS,JALAN MAS KUNING,05,Outside Central Region,-,Resale,Land,1749,18824,not_clean
CLEMENTI,3200000,165.0,Terrace House,Freehold,5.0,2022-02,LANDED HOUSING DEVELOPMENT,GUOK AVENUE,05,Rest of Central Region,-,Resale,Land,1802,19394,not_clean
CLEMENTI,3430000,165.2,Terrace House,Freehold,5.0,2022-02,CHESTER PARK,LORONG SARHAD,05,Rest of Central Region,-,Resale,Land,1929,20763,not_clean
CLEMENTI,4700000,419.4,Semi-Detached House,Freehold,5.0,2022-01,LANDED HOUSING DEVELOPMENT,FABER DRIVE,05,Outside Central Region,-,Resale,Land,1041,11206,not_clean
CLEMENTI,4550000,425.4,Terrace House,Freehold,5.0,2022-01,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,994,10696,not_clean
CLEMENTI,4567890,306.8,Terrace House,Freehold,5.0,2021-12,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,1383,14889,not_clean
CLEMENTI,5000000,306.1,Semi-Detached House,Freehold,5.0,2021-12,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,05,Rest of Central Region,-,Resale,Land,1518,16335,not_clean
CLEMENTI,5200000,361.3,Semi-Detached House,Freehold,5.0,2021-12,FABER HILLS,FABER CRESCENT,05,Outside Central Region,-,Resale,Land,1337,14392,not_clean
