project_name,street_name,postal_district,planning_area,lat,lon,match_status,match_score,query_used,onemap_building,onemap_road,onemap_address,onemap_postal,review_note
BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.346332029338209,103.8802406703764,matched,105,BAYOU RESIDENCE UPPER PAYA LEBAR ROAD,BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,349 UPPER PAYA LEBAR ROAD BAYOU RESIDENCE SINGAPORE 534957,534957,"project,street"
BLISS@KOVAN,SIMON LANE,19,SERANGOON,1.363281018203194,103.8835569657998,matched,105,BLISS@KOVAN SIMON LANE,BLISS@KOVAN,SIMON LANE,6 SIMON LANE BLISS@KOVAN SINGAPORE 546055,546055,"project,street"
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,19,SERANGOON,1.375578551842556,103.9033167716172,matched,105,BOATHOUSE RESIDENCES UPPER SERANGOON VIEW,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,33 UPPER SERANGOON VIEW BOATHOUSE RESIDENCES SINGAPORE 534042,534042,"project,street"
BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.341972938734281,103.882635407026,matched,105,BOTANIQUE AT BARTLEY UPPER PAYA LEBAR ROAD,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,233 UPPER PAYA LEBAR ROAD BOTANIQUE AT BARTLEY SINGAPORE 533869,533869,"project,street"
BREEZY MANSIONS,SANDILANDS ROAD,19,SERANGOON,1.362241503379965,103.878014692236,matched,105,BREEZY MANSIONS SANDILANDS ROAD,BREEZY MANSIONS,SANDILANDS ROAD,15 SANDILANDS ROAD BREEZY MANSIONS SINGAPORE 546079,546079,"project,street"
CAMBIO SUITES,LIM TUA TOW ROAD,19,SERANGOON,1.355210151623143,103.8764588299559,matched,105,CAMBIO SUITES LIM TUA TOW ROAD,CAMBIO SUITES,LIM TUA TOW ROAD,28 LIM TUA TOW ROAD CAMBIO SUITES SINGAPORE 547791,547791,"project,street"
CARDIFF RESIDENCE,CARDIFF GROVE,19,SERANGOON,1.354962465989759,103.865797958378,matched,105,CARDIFF RESIDENCE CARDIFF GROVE,CARDIFF RESIDENCE,CARDIFF GROVE,103 CARDIFF GROVE CARDIFF RESIDENCE SINGAPORE 558962,558962,"project,street"
CASA CAMBIO,LIM TUA TOW ROAD,19,SERANGOON,1.35411619554543,103.8761797135006,matched,105,CASA CAMBIO LIM TUA TOW ROAD,CASA CAMBIO,LIM TUA TOW ROAD,11 LIM TUA TOW ROAD CASA CAMBIO SINGAPORE 547803,547803,"project,street"
CASA ESPANIA,GAMBIR WALK,19,SERANGOON,1.344858549837706,103.8751007785862,matched,105,CASA ESPANIA GAMBIR WALK,CASA ESPANIA,GAMBIR WALK,17 GAMBIR WALK CASA ESPANIA SINGAPORE 538977,538977,"project,street"
CASA RIVIERA,LIM TUA TOW ROAD,19,SERANGOON,1.354904846512282,103.8757178099424,matched,105,CASA RIVIERA LIM TUA TOW ROAD,CASA RIVIERA,LIM TUA TOW ROAD,19A LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547801,547801,"project,street"
CASA ROSA,LORONG ONG LYE,19,SERANGOON,1.346235403841609,103.8796434621999,matched,105,CASA ROSA LORONG ONG LYE,CASA ROSA,LORONG ONG LYE,35 LORONG ONG LYE CASA ROSA SINGAPORE 536443,536443,"project,street"
CENTRAL VIEW,HOUGANG STREET 11,19,SERANGOON,1.353044210942993,103.8782346233593,matched,105,CENTRAL VIEW HOUGANG STREET 11,CENTRAL VIEW,HOUGANG STREET 11,52 HOUGANG STREET 11 CENTRAL VIEW SINGAPORE 538750,538750,"project,street"
CHARLTON CORNER,CHARLTON LANE,19,SERANGOON,1.355576514720769,103.8815524863312,matched,105,CHARLTON CORNER CHARLTON LANE,CHARLTON CORNER,CHARLTON LANE,1 CHARLTON LANE CHARLTON CORNER SINGAPORE 539631,539631,"project,street"
CHERRY GARDENS,LORONG LEW LIAN,19,SERANGOON,1.350028795805041,103.8787263575705,matched,105,CHERRY GARDENS LORONG LEW LIAN,CHERRY GARDENS,LORONG LEW LIAN,61 LORONG LEW LIAN CHERRY GARDENS SINGAPORE 536491,536491,"project,street"
CHERRYHILL,LORONG LEW LIAN,19,SERANGOON,1.35048475874828,103.8777433363244,matched,105,CHERRYHILL LORONG LEW LIAN,CHERRYHILL,LORONG LEW LIAN,21 LORONG LEW LIAN CHERRYHILL SINGAPORE 536467,536467,"project,street"
CHILTERN PARK,SERANGOON AVENUE 3,19,SERANGOON,1.350463921006505,103.8641642145466,matched,105,CHILTERN PARK SERANGOON AVENUE 3,CHILTERN PARK,SERANGOON AVENUE 3,133 SERANGOON AVENUE 3 CHILTERN PARK SINGAPORE 556113,556113,"project,street"
CHOON KIM HOUSE,UPPER SERANGOON ROAD,19,SERANGOON,1.357784303250254,103.8825659348453,low_confidence,35,UPPER SERANGOON ROAD,NIL,UPPER SERANGOON ROAD,UPPER SERANGOON ROAD,NIL,street
CHUAN PARK,LORONG CHUAN,19,SERANGOON,1.352513200915135,103.8644547429907,matched,105,CHUAN PARK LORONG CHUAN,CHUAN PARK (U/C),LORONG CHUAN,240 LORONG CHUAN CHUAN PARK (U/C) SINGAPORE 556743,556743,"project,street"
CHUAN PARK (DEMOLISHED),LORONG CHUAN,19,SERANGOON,1.357831492124907,103.8679074401678,low_confidence,51,LORONG CHUAN,CALTEX LORONG CHUAN,LORONG CHUAN,277 LORONG CHUAN CALTEX LORONG CHUAN SINGAPORE 556771,556771,"partial_project,street"
COMPASS HEIGHTS,SENGKANG SQUARE,19,SERANGOON,1.392024307082378,103.8962147039516,matched,105,COMPASS HEIGHTS SENGKANG SQUARE,COMPASS HEIGHTS,SENGKANG SQUARE,11 SENGKANG SQUARE COMPASS HEIGHTS SINGAPORE 545076,545076,"project,street"
D'HIRO@HILLSIDE,HILLSIDE DRIVE,19,SERANGOON,1.360016032055495,103.8747712883697,matched,105,D'HIRO@HILLSIDE HILLSIDE DRIVE,D'HIRO@HILLSIDE,HILLSIDE DRIVE,61 HILLSIDE DRIVE D'HIRO@HILLSIDE SINGAPORE 549010,549010,"project,street"
D'PAVILION,UPPER SERANGOON ROAD,19,SERANGOON,1.356323100110793,103.8804022964726,matched,105,D'PAVILION UPPER SERANGOON ROAD,D'PAVILION,UPPER SERANGOON ROAD,803 UPPER SERANGOON ROAD D'PAVILION SINGAPORE 534163,534163,"project,street"
D'ZIRE,ROBEY CRESCENT,19,SERANGOON,1.368323640198184,103.8821662554546,matched,105,D'ZIRE ROBEY CRESCENT,D'ZIRE,ROBEY CRESCENT,12 ROBEY CRESCENT D'ZIRE SINGAPORE 546290,546290,"project,street"
EDEN CREST,EDEN GROVE,19,SERANGOON,1.345106400096657,103.8720677863156,matched,105,EDEN CREST EDEN GROVE,EDEN CREST,EDEN GROVE,14 EDEN GROVE EDEN CREST SINGAPORE 539068,539068,"project,street"
EDEN VIEW,EDEN GROVE,19,SERANGOON,1.344242770541842,103.8725628414776,matched,105,EDEN VIEW EDEN GROVE,EDEN VIEW,EDEN GROVE,6 EDEN GROVE EDEN VIEW SINGAPORE 539102,539102,"project,street"
EVANIA,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.350111165246171,103.8791346795555,matched,105,EVANIA UPPER PAYA LEBAR ROAD,EVANIA,UPPER PAYA LEBAR ROAD,389 UPPER PAYA LEBAR ROAD EVANIA SINGAPORE 534979,534979,"project,street"
EVERGREEN PARK,HOUGANG AVENUE 7,19,SERANGOON,1.368493813316481,103.8991176753399,matched,105,EVERGREEN PARK HOUGANG AVENUE 7,EVERGREEN PARK,HOUGANG AVENUE 7,31 HOUGANG AVENUE 7 EVERGREEN PARK SINGAPORE 538800,538800,"project,street"
FIORENZA,FLORENCE ROAD,19,SERANGOON,1.363622569257263,103.8859792545186,matched,105,FIORENZA FLORENCE ROAD,FIORENZA,FLORENCE ROAD,42 FLORENCE ROAD FIORENZA SINGAPORE 549576,549576,"project,street"
FLO RESIDENCE,PUNGGOL FIELD WALK,19,SERANGOON,1.3924448581516,103.9138587981884,matched,105,FLO RESIDENCE PUNGGOL FIELD WALK,FLO RESIDENCE,PUNGGOL FIELD WALK,9 PUNGGOL FIELD WALK FLO RESIDENCE SINGAPORE 828743,828743,"project,street"
FONTAINE PARRY,POH HUAT ROAD,19,SERANGOON,1.366251984636877,103.8799854481161,matched,105,FONTAINE PARRY POH HUAT ROAD,FONTAINE PARRY,POH HUAT ROAD,77 POH HUAT ROAD FONTAINE PARRY SINGAPORE 546785,546785,"project,street"
FOREST WOODS,LORONG LEW LIAN,19,SERANGOON,1.35166212277349,103.8766671253411,matched,105,FOREST WOODS LORONG LEW LIAN,FOREST WOODS,LORONG LEW LIAN,15 LORONG LEW LIAN FOREST WOODS SINGAPORE 533853,533853,"project,street"
FORTUNE PARK,TAMPINES ROAD,19,SERANGOON,1.361698917041054,103.8908401060919,matched,105,FORTUNE PARK TAMPINES ROAD,FORTUNE PARK,TAMPINES ROAD,109 TAMPINES ROAD FORTUNE PARK SINGAPORE 535131,535131,"project,street"
FRAGRANT GARDENS,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.346744642699087,103.879526367721,matched,105,FRAGRANT GARDENS UPPER PAYA LEBAR ROAD,FRAGRANT GARDENS,UPPER PAYA LEBAR ROAD,357A UPPER PAYA LEBAR ROAD FRAGRANT GARDENS SINGAPORE 534960,534960,"project,street"
GAMBIR RIDGE,GAMBIR WALK,19,SERANGOON,1.344394279981953,103.8754237636665,matched,105,GAMBIR RIDGE GAMBIR WALK,GAMBIR RIDGE,GAMBIR WALK,16 GAMBIR WALK GAMBIR RIDGE SINGAPORE 538976,538976,"project,street"
GILLENIA,ROSYTH ROAD,19,SERANGOON,1.362904019611558,103.8788864217152,matched,105,GILLENIA ROSYTH ROAD,GILLENIA,ROSYTH ROAD,35 ROSYTH ROAD GILLENIA SINGAPORE 546195,546195,"project,street"
GLASGOW RESIDENCE,GLASGOW ROAD,19,SERANGOON,1.361899214229631,103.8786128077793,matched,105,GLASGOW RESIDENCE GLASGOW ROAD,GLASGOW RESIDENCE,GLASGOW ROAD,23 GLASGOW ROAD GLASGOW RESIDENCE SINGAPORE 549338,549338,"project,street"
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,SERANGOON,1.349609718950333,103.865925446023,matched,105,GOLDEN HEIGHTS SERANGOON AVENUE 3,GOLDEN HEIGHTS,SERANGOON AVENUE 3,126 SERANGOON AVENUE 3 GOLDEN HEIGHTS SINGAPORE 556126,556126,"project,street"
GRAND REGALIA,UPPER SERANGOON ROAD,19,SERANGOON,1.357072807480994,103.8810903416856,matched,105,GRAND REGALIA UPPER SERANGOON ROAD,GRAND REGALIA,UPPER SERANGOON ROAD,815 UPPER SERANGOON ROAD GRAND REGALIA SINGAPORE 534676,534676,"project,street"
HARMONY @ 1A,LIM AH PIN ROAD,19,SERANGOON,1.363518760429068,103.8880201771624,matched,105,HARMONY @ 1A LIM AH PIN ROAD,HARMONY @ 1A,LIM AH PIN ROAD,1A LIM AH PIN ROAD HARMONY @ 1A SINGAPORE 547810,547810,"project,street"
HIGHLAND CENTRE,YIO CHU KANG ROAD,19,SERANGOON,1.355387751949749,103.877259450345,matched,105,HIGHLAND CENTRE YIO CHU KANG ROAD,HIGHLAND CENTRE,YIO CHU KANG ROAD,22 YIO CHU KANG ROAD HIGHLAND CENTRE SINGAPORE 545535,545535,"project,street"
HIGHLAND CONDOMINIUM,HIGHLAND ROAD,19,SERANGOON,1.359425381110659,103.8799864049462,matched,105,HIGHLAND CONDOMINIUM HIGHLAND ROAD,HIGHLAND CONDOMINIUM,HIGHLAND ROAD,101B HIGHLAND ROAD HIGHLAND CONDOMINIUM SINGAPORE 549176,549176,"project,street"
HILBRE28,HILLSIDE DRIVE,19,SERANGOON,1.3608026678991,103.8750189552062,matched,105,HILBRE28 HILLSIDE DRIVE,HILBRE28,HILLSIDE DRIVE,68 HILLSIDE DRIVE HILBRE28 SINGAPORE 549018,549018,"project,street"
HILLSIDE MANSIONS,HILLSIDE DRIVE,19,SERANGOON,1.358275404892932,103.8771195190161,matched,105,HILLSIDE MANSIONS HILLSIDE DRIVE,HILLSIDE MANSIONS,HILLSIDE DRIVE,24 HILLSIDE DRIVE HILLSIDE MANSIONS SINGAPORE 548943,548943,"project,street"
HOUGANG GREEN,BUANGKOK GREEN,19,SERANGOON,1.379923769086749,103.8874913618982,matched,105,HOUGANG GREEN BUANGKOK GREEN,HOUGANG GREEN,BUANGKOK GREEN,5 BUANGKOK GREEN HOUGANG GREEN SINGAPORE 539748,539748,"project,street"
ISUITES @ PALM,GLASGOW ROAD,19,SERANGOON,1.360999084655043,103.8787654865366,matched,105,ISUITES @ PALM GLASGOW ROAD,ISUITES @ PALM,GLASGOW ROAD,26 GLASGOW ROAD ISUITES @ PALM SINGAPORE 549345,549345,"project,street"
ISUITES @ TANI,JALAN TANI,19,SERANGOON,1.365848499074957,103.8848563278824,matched,105,ISUITES @ TANI JALAN TANI,ISUITES @ TANI,JALAN TANI,2 JALAN TANI ISUITES @ TANI SINGAPORE 548540,548540,"project,street"
JADE RESIDENCES,LEW LIAN VALE,19,SERANGOON,1.349057044866486,103.8781131995846,matched,105,JADE RESIDENCES LEW LIAN VALE,JADE RESIDENCES,LEW LIAN VALE,1 LEW LIAN VALE JADE RESIDENCES SINGAPORE 537016,537016,"project,street"
JANSEN 28,JANSEN ROAD,19,SERANGOON,1.360310269813775,103.8769067391536,matched,105,JANSEN 28 JANSEN ROAD,JANSEN 28,JANSEN ROAD,28 JANSEN ROAD JANSEN 28 SINGAPORE 548431,548431,"project,street"
JANSEN HOUSE,JANSEN ROAD,19,SERANGOON,1.359810586773813,103.8764981524387,matched,105,JANSEN HOUSE JANSEN ROAD,JANSEN HOUSE (U/C),JANSEN ROAD,25 JANSEN ROAD JANSEN HOUSE (U/C) SINGAPORE 548429,548429,"project,street"
JANSEN MANSIONS,JANSEN ROAD,19,SERANGOON,1.359898012898763,103.8769383095484,needs_review,60,JANSEN ROAD,NIL,JANSEN ROAD,JANSEN ROAD,NIL,"partial_project,street"
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,SERANGOON,1.380507754213892,103.8920535958496,matched,105,JEWEL @ BUANGKOK COMPASSVALE BOW,JEWEL @ BUANGKOK,COMPASSVALE BOW,89 COMPASSVALE BOW JEWEL @ BUANGKOK SINGAPORE 544687,544687,"project,street"
KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,19,SERANGOON,1.367741726598479,103.8693257670227,matched,105,KENSINGTON PARK CONDOMINIUM KENSINGTON PARK DRIVE,KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,10 KENSINGTON PARK DRIVE KENSINGTON PARK CONDOMINIUM SINGAPORE 557324,557324,"project,street"
KENSINGTON SQUARE,JALAN LOKAM,19,SERANGOON,1.345607197472332,103.8826951281084,matched,105,KENSINGTON SQUARE JALAN LOKAM,KENSINGTON SQUARE,JALAN LOKAM,2 JALAN LOKAM KENSINGTON SQUARE SINGAPORE 537846,537846,"project,street"
KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,SERANGOON,1.375781566892908,103.9041961378854,matched,105,KINGSFORD WATERBAY UPPER SERANGOON VIEW,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,533878,"project,street"
KOVAN 81,KOVAN ROAD,19,SERANGOON,1.355316756882116,103.8785166614287,matched,105,KOVAN 81 KOVAN ROAD,KOVAN 81,KOVAN ROAD,81 KOVAN ROAD KOVAN 81 SINGAPORE 548173,548173,"project,street"
KOVAN APARTMENTS,KOVAN ROAD,19,SERANGOON,1.357382090383251,103.8795264140285,matched,105,KOVAN APARTMENTS KOVAN ROAD,KOVAN APARTMENTS,KOVAN ROAD,32 KOVAN ROAD KOVAN APARTMENTS SINGAPORE 548102,548102,"project,street"
KOVAN CREST,KOVAN ROAD,19,SERANGOON,1.35823629675026,103.8814786342167,matched,105,KOVAN CREST KOVAN ROAD,KOVAN CREST,KOVAN ROAD,45 KOVAN ROAD KOVAN CREST SINGAPORE 548130,548130,"project,street"
KOVAN ESQUIRE,KOVAN ROAD,19,SERANGOON,1.358166242684053,103.8811824553427,matched,105,KOVAN ESQUIRE KOVAN ROAD,KOVAN ESQUIRE,KOVAN ROAD,47 KOVAN ROAD KOVAN ESQUIRE SINGAPORE 548132,548132,"project,street"
KOVAN GRANDEUR,TAMPINES ROAD,19,SERANGOON,1.360745318097697,103.8919858755548,matched,105,KOVAN GRANDEUR TAMPINES ROAD,KOVAN GRANDEUR,TAMPINES ROAD,118 TAMPINES ROAD KOVAN GRANDEUR SINGAPORE 535193,535193,"project,street"
KOVAN JEWEL,KOVAN ROAD,19,SERANGOON,1.35780270612078,103.881045556929,matched,105,KOVAN JEWEL KOVAN ROAD,KOVAN JEWEL,KOVAN ROAD,51 KOVAN ROAD KOVAN JEWEL SINGAPORE 548534,548534,"project,street"
KOVAN MELODY,KOVAN ROAD,19,SERANGOON,1.360411976515071,103.8839102571954,matched,105,KOVAN MELODY KOVAN ROAD,KOVAN MELODY,KOVAN ROAD,25 KOVAN ROAD KOVAN MELODY SINGAPORE 545024,545024,"project,street"
KOVAN PRIMERA,KOVAN ROAD,19,SERANGOON,1.35499609716212,103.8781120529562,matched,105,KOVAN PRIMERA KOVAN ROAD,KOVAN PRIMERA,KOVAN ROAD,89 KOVAN ROAD KOVAN PRIMERA SINGAPORE 548177,548177,"project,street"
KOVAN REGENCY,KOVAN RISE,19,SERANGOON,1.363331362644039,103.8856241144503,matched,105,KOVAN REGENCY KOVAN RISE,KOVAN REGENCY,KOVAN RISE,4 KOVAN RISE KOVAN REGENCY SINGAPORE 544735,544735,"project,street"
KOVAN RESIDENCES,KOVAN ROAD,19,SERANGOON,1.361567291116481,103.8853637520436,matched,105,KOVAN RESIDENCES KOVAN ROAD,KOVAN RESIDENCES,KOVAN ROAD,1 KOVAN ROAD KOVAN RESIDENCES SINGAPORE 544915,544915,"project,street"
KOVANA,KOVAN ROAD,19,SERANGOON,1.357555307014278,103.8807818248624,matched,105,KOVANA KOVAN ROAD,KOVANA,KOVAN ROAD,53 KOVAN ROAD KOVANA SINGAPORE 548136,548136,"project,street"
LA DOLCE VITA,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.346144105224852,103.880437144978,matched,105,LA DOLCE VITA UPPER PAYA LEBAR ROAD,LA DOLCE VITA,UPPER PAYA LEBAR ROAD,347 UPPER PAYA LEBAR ROAD LA DOLCE VITA SINGAPORE 534956,534956,"project,street"
LA FIESTA,SENGKANG SQUARE,19,SERANGOON,1.389328687295547,103.8957848343497,matched,105,LA FIESTA SENGKANG SQUARE,LA FIESTA,SENGKANG SQUARE,52 SENGKANG SQUARE LA FIESTA SINGAPORE 544831,544831,"project,street"
LE GAMBIR,LORONG GAMBIR,19,SERANGOON,1.34522347751628,103.875341341036,matched,105,LE GAMBIR LORONG GAMBIR,LE GAMBIR,LORONG GAMBIR,59 LORONG GAMBIR LE GAMBIR SINGAPORE 536613,536613,"project,street"
LEITH GROVE,LEITH PARK,19,SERANGOON,1.362309529656484,103.8738534334077,matched,105,LEITH GROVE LEITH PARK,LEITH GROVE,LEITH PARK,6 LEITH PARK LEITH GROVE SINGAPORE 547933,547933,"project,street"
MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,19,SERANGOON,1.370735882857099,103.8951208050464,matched,105,MIDTOWN RESIDENCES UPPER SERANGOON ROAD,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,1189 UPPER SERANGOON ROAD MIDTOWN RESIDENCES SINGAPORE 534785,534785,"project,street"
MINT RESIDENCES @ JANSEN,JANSEN ROAD,19,SERANGOON,1.359867357185646,103.8774230984478,matched,105,MINT RESIDENCES @ JANSEN JANSEN ROAD,MINT RESIDENCES @ JANSEN,JANSEN ROAD,20 JANSEN ROAD MINT RESIDENCES @ JANSEN SINGAPORE 548411,548411,"project,street"
MONDO MANSION BUILDING,UPPER SERANGOON ROAD,19,SERANGOON,1.357784303250254,103.8825659348453,low_confidence,35,UPPER SERANGOON ROAD,NIL,UPPER SERANGOON ROAD,UPPER SERANGOON ROAD,NIL,street
NANYANG PARK,JALAN LIMBOK,19,SERANGOON,1.364145915537583,103.8747498731626,matched,105,NANYANG PARK JALAN LIMBOK,NANYANG PARK,JALAN LIMBOK,4 JALAN LIMBOK NANYANG PARK SINGAPORE 548691,548691,"project,street"
NAUNG RESIDENCE,JALAN NAUNG,19,SERANGOON,1.367970198345954,103.8926358023842,matched,105,NAUNG RESIDENCE JALAN NAUNG,NAUNG RESIDENCE,JALAN NAUNG,1 JALAN NAUNG NAUNG RESIDENCE SINGAPORE 537670,537670,"project,street"
NOUVELLE PARK,POH HUAT ROAD WEST,19,SERANGOON,1.367217993130329,103.8773562761833,matched,105,NOUVELLE PARK POH HUAT ROAD WEST,NOUVELLE PARK,POH HUAT ROAD WEST,131 POH HUAT ROAD WEST NOUVELLE PARK SINGAPORE 546684,546684,"project,street"
OASIS GARDEN,JALAN BUNGA RAMPAI,19,SERANGOON,1.338810196359583,103.8830363301405,matched,105,OASIS GARDEN JALAN BUNGA RAMPAI,OASIS GARDEN,JALAN BUNGA RAMPAI,51 JALAN BUNGA RAMPAI OASIS GARDEN SINGAPORE 538420,538420,"project,street"
ONE ROSYTH,ROSYTH ROAD,19,SERANGOON,1.363069304915806,103.8739453663387,matched,105,ONE ROSYTH ROSYTH ROAD,ONE ROSYTH,ROSYTH ROAD,1 ROSYTH ROAD ONE ROSYTH SINGAPORE 546133,546133,"project,street"
ONEROBEY,ROBEY CRESCENT,19,SERANGOON,1.366915716717861,103.8818947468313,matched,105,ONEROBEY ROBEY CRESCENT,ONEROBEY,ROBEY CRESCENT,1 ROBEY CRESCENT ONEROBEY SINGAPORE 546256,546256,"project,street"
PALM GROVE CONDOMINIUM,PALM GROVE AVENUE,19,SERANGOON,1.359565494485053,103.8786162148474,matched,105,PALM GROVE CONDOMINIUM PALM GROVE AVENUE,PALM GROVE CONDOMINIUM,PALM GROVE AVENUE,19 PALM GROVE AVENUE PALM GROVE CONDOMINIUM SINGAPORE 547315,547315,"project,street"
PALM HAVEN,PALM GROVE AVENUE,19,SERANGOON,1.360563296636713,103.8777118548994,matched,105,PALM HAVEN PALM GROVE AVENUE,PALM HAVEN,PALM GROVE AVENUE,18 PALM GROVE AVENUE PALM HAVEN SINGAPORE 547312,547312,"project,street"
PARC CENTROS,PUNGGOL CENTRAL,19,SERANGOON,1.403469645880434,103.9044954423628,matched,105,PARC CENTROS PUNGGOL CENTRAL,PARC CENTROS,PUNGGOL CENTRAL,80 PUNGGOL CENTRAL PARC CENTROS SINGAPORE 828762,828762,"project,street"
PARC VERA,HOUGANG STREET 32,19,SERANGOON,1.364217568505653,103.8950524058026,matched,105,PARC VERA HOUGANG STREET 32,PARC VERA,HOUGANG STREET 32,10 HOUGANG STREET 32 PARC VERA SINGAPORE 534037,534037,"project,street"
PARK RESIDENCES KOVAN,UPPER SERANGOON ROAD,19,SERANGOON,1.357933727784313,103.8819320392581,matched,105,PARK RESIDENCES KOVAN UPPER SERANGOON ROAD,PARK RESIDENCES KOVAN,UPPER SERANGOON ROAD,831 UPPER SERANGOON ROAD PARK RESIDENCES KOVAN SINGAPORE 534679,534679,"project,street"
PARKWOOD RESIDENCES,YIO CHU KANG ROAD,19,SERANGOON,1.36652661429402,103.8758283480139,matched,105,PARKWOOD RESIDENCES YIO CHU KANG ROAD,PARKWOOD RESIDENCES,YIO CHU KANG ROAD,208 YIO CHU KANG ROAD PARKWOOD RESIDENCES SINGAPORE 545653,545653,"project,street"
PARRY COURT,PARRY AVENUE,19,SERANGOON,1.36396358971436,103.8805871336005,matched,105,PARRY COURT PARRY AVENUE,PARRY COURT,PARRY AVENUE,35 PARRY AVENUE PARRY COURT SINGAPORE 547261,547261,"project,street"
PEOPLE'S GARDEN,LORONG 1 REALTY PARK,19,SERANGOON,1.367914613219667,103.8897073565842,matched,105,PEOPLE'S GARDEN LORONG 1 REALTY PARK,PEOPLE'S GARDEN,LORONG 1 REALTY PARK,56 LORONG 1 REALTY PARK PEOPLE'S GARDEN SINGAPORE 536966,536966,"project,street"
PIN MANSIONS,LIM AH PIN ROAD,19,SERANGOON,1.364544415936025,103.8859434166465,matched,105,PIN MANSIONS LIM AH PIN ROAD,PIN MANSIONS,LIM AH PIN ROAD,18 LIM AH PIN ROAD PIN MANSIONS SINGAPORE 547837,547837,"project,street"
PRESTIGE POINT,UPPER PAYA LEBAR ROAD,19,SERANGOON,1.349639828059122,103.8801901963084,matched,105,PRESTIGE POINT UPPER PAYA LEBAR ROAD,PRESTIGE POINT,UPPER PAYA LEBAR ROAD,398 UPPER PAYA LEBAR ROAD PRESTIGE POINT SINGAPORE 534986,534986,"project,street"
PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD,19,SERANGOON,1.345716882256089,103.8715553633528,matched,105,PRESTO@UPPER SERANGOON UPPER SERANGOON ROAD,PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD,528 UPPER SERANGOON ROAD PRESTO@UPPER SERANGOON SINGAPORE 534543,534543,"project,street"
PRIMO RESIDENCES,JALAN PELIKAT,19,SERANGOON,1.354445793219572,103.8868086101958,low_confidence,35,JALAN PELIKAT,NIL,JALAN PELIKAT,JALAN PELIKAT,NIL,street
REGENTVILLE,HOUGANG STREET 92,19,SERANGOON,1.374592501816106,103.8779863999127,low_confidence,35,REGENTVILLE,REGENT VILLE,HOUGANG STREET 92,6 HOUGANG STREET 92 REGENT VILLE SINGAPORE 538685,538685,street
RESIDENCES @ JANSEN,JANSEN ROAD,19,SERANGOON,1.359867357185646,103.8774230984478,matched,105,RESIDENCES @ JANSEN JANSEN ROAD,MINT RESIDENCES @ JANSEN,JANSEN ROAD,20 JANSEN ROAD MINT RESIDENCES @ JANSEN SINGAPORE 548411,548411,"project,street"
RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,19,SERANGOON,1.357182627007734,103.8760358294958,matched,105,RESIDENCES BOTANIQUE YIO CHU KANG ROAD,RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,30 YIO CHU KANG ROAD RESIDENCES BOTANIQUE SINGAPORE 545550,545550,"project,street"
RESIDENTIAL APARTMENTS,BOUNDARY ROAD,19,SERANGOON,1.355700109613805,103.8719861413632,low_confidence,35,BOUNDARY ROAD,NIL,BOUNDARY ROAD,BOUNDARY ROAD,NIL,street
RESIDENTIAL APARTMENTS,FLOWER ROAD,19,SERANGOON,1.360286044777067,103.8812770911329,low_confidence,35,FLOWER ROAD,NIL,FLOWER ROAD,FLOWER ROAD,NIL,street
RESIDENTIAL APARTMENTS,JALAN LABU AYER,19,SERANGOON,1.344983532827704,103.8740009689642,low_confidence,35,JALAN LABU AYER,NIL,JALAN LABU AYER,JALAN LABU AYER,NIL,street
RESIDENTIAL APARTMENTS,JANSEN ROAD,19,SERANGOON,1.359898012898763,103.8769383095484,low_confidence,35,JANSEN ROAD,NIL,JANSEN ROAD,JANSEN ROAD,NIL,street
RESIDENTIAL APARTMENTS,KOVAN ROAD,19,SERANGOON,1.358495781313116,103.8812335349277,low_confidence,35,KOVAN ROAD,NIL,KOVAN ROAD,KOVAN ROAD,NIL,street
RESIDENTIAL APARTMENTS,PILLAI ROAD,19,SERANGOON,1.347363413637415,103.8797465303584,low_confidence,35,PILLAI ROAD,NIL,PILLAI ROAD,PILLAI ROAD,NIL,street
